text,intent
"Extract the key financial terms from this lease - rent, escalations, and fees. Additionally, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Lease_Abstraction;Intent_Clause_Protect
"Could you do a background examine on wexford corp before we proceed? i'm particularly interested in any public disputes or bankruptcies in the past 5 years. also, i'm concerned about the penalty clauses in section 7 - could you review.",Intent_Company_research;Intent_Clause_Protect
"Research the development firm before we proceed with negotiations. On top of that, i'm concerned about the penalty clauses in section 7 - please review.",Intent_Company_research;Intent_Clause_Protect
"Please abstract the lease for the Johnson project (PDF attached). We need know to the base rent, commencement and expiry dates, renewal options, and escalation schedule.",Intent_Lease_Abstraction
"Require due diligence on the tenant's background and stability. and after that, could you flag any missing or weak corporate indemnification clauses in the lease.",Intent_Company_research;Intent_Clause_Protect
"Need a side-by-side comparison of these investment opportunities. In addition, check if there are any red flags about this real estate company.",Intent_Sales_Listings_Comparison;Intent_Company_research
"Research the development firm before we proceed with negotiations. And after that, review the lease for any problematic clauses - particularly around liability and insurance.",Intent_Company_research;Intent_Clause_Protect
"Need a complete abstract of the office lease focusing on term and rent details. Also, please flag any missing or weak indemnification clauses in the lease.",Intent_Lease_Abstraction;Intent_Clause_Protect
Must have a side-by-side comparison these investment opportunities. of,Intent_Sales_Listings_Comparison
Provide the me what changed between our loi and final lease agreement.,Intent_Comparison_LOI_Lease
"Compare the signed lease to the loi we submitted last month. i want to know what terms got changed or added, especially around ti allowances. also, could you highlight changes in the lease amendment focused on rent adjustments.",Intent_Comparison_LOI_Lease;Intent_Amendment_Abstraction
the new terms from Amendment #2 Extract to the original agreement.,Intent_Amendment_Abstraction
"Avenue Hey, I'm reviewing the lease on the 3rd property. Can you check if there are any red flags—like missing indemnity clauses or unfavorable assignment terms?",Intent_Clause_Protect
"Please extract all deadline dates from the purchase agreement - we need to track every step. or Also, please flag any missing weak indemnification clauses in the lease.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
"Compare these commercial lease opportunities - rates and concessions. Plus, investigate the property management company's track record.",Intent_Lease_Listings_Comparison;Intent_Company_research
"Compare these commercial lease opportunities - rates and issues? concessions. Additionally, research the landlord's company - any litigation or financial",Intent_Lease_Listings_Comparison;Intent_Company_research
"Analyze the different sales packages for the commercial building. On top of that, investigate the property management company's track record.",Intent_Sales_Listings_Comparison;Intent_Company_research
What modifications made in the were latest lease amendment?,Intent_Amendment_Abstraction
"Please extract all deadline dates from the purchase agreement - we need to track review every step. Furthermore, the lease for any problematic clauses - particularly around liability and insurance.",Intent_Transaction_Date_navigator;Intent_Clause_Protect
Extract the terms from new Amendment #2 to the original agreement.,Intent_Amendment_Abstraction
"Analyze the different sales packages for the commercial building. In addition, research the landlord's company - any litigation or financial issues?",Intent_Sales_Listings_Comparison;Intent_Company_research
"We have three broker sales packages for give the 42nd St building. Can you me a side-by-side summary of pricing, cap rate, and avg. PSF?",Intent_Sales_Listings_Comparison
Research the landlord's company - financial any litigation or issues?,Intent_Company_research
Review lease for the any problematic clauses - particularly around liability and insurance.,Intent_Clause_Protect
"Could you summarize the main of provisions the retail lease agreement. plus, verify if there are adequate tenant protections in this lease agreement.",Intent_Lease_Abstraction;Intent_Clause_Protect
Could you do a background check on Wexford Corp before we proceed? I'm particularly interested in any disputes or bankruptcies in public the past 5 years.,Intent_Company_research
"Analyze these listings three for the best investment value. And after that, research the development firm before we proceed with negotiations.",Intent_Sales_Listings_Comparison;Intent_Company_research
Please highlight changes in the lease amendment focused on adjustments. rent,Intent_Amendment_Abstraction
"Compare available office spaces - rates and lease terms analysis. Additionally, need diligence on the tenant's corporate background and stability. due",Intent_Lease_Listings_Comparison;Intent_Company_research
"Analyze the different sales packages for the commercial building. and after that, due require diligence on the tenant's corporate background and stability.",Intent_Sales_Listings_Comparison;Intent_Company_research
